                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.57818,                0.49533,                 0.9341,                0.90128,                0.91278,                0.93594,                0.80682,                0.45543,                0.39394,                0.82522,             0.00042925,             0.00042925,             0.00042925
                    152,                0.55635,                0.46019,                0.93494,                0.94335,                0.88371,                0.93872,                0.80834,                0.45537,                0.38966,                 0.8229,               0.000421,               0.000421,               0.000421
                    153,                0.56883,                0.46744,                0.92341,                0.93412,                0.90014,                0.93705,                0.81386,                0.44985,                0.39007,                0.81895,             0.00041275,             0.00041275,             0.00041275
                    154,                0.54484,                0.46773,                0.91046,                0.94345,                0.88921,                0.93369,                0.80794,                0.44224,                0.39248,                0.81548,              0.0004045,              0.0004045,              0.0004045
                    155,                0.53687,                0.46173,                 0.9176,                 0.9578,                0.87905,                0.93743,                0.81049,                0.43504,                0.39112,                0.81249,             0.00039625,             0.00039625,             0.00039625
                    156,                0.56795,                0.48137,                0.93631,                0.96338,                0.86987,                 0.9385,                0.80968,                0.43126,                0.38459,                0.81008,             0.00038799,             0.00038799,             0.00038799
                    157,                0.56792,                0.48461,                0.93614,                0.95142,                0.87853,                0.93925,                 0.8154,                0.42716,                0.38186,                 0.8096,             0.00037974,             0.00037974,             0.00037974
                    158,                 0.5493,                0.45551,                0.89938,                0.94261,                 0.8881,                0.94003,                0.81362,                0.43555,                0.38493,                0.81187,             0.00037149,             0.00037149,             0.00037149
                    159,                0.53032,                0.45519,                 0.9106,                0.94574,                 0.8953,                0.94157,                0.81518,                0.43839,                0.38064,                0.81284,             0.00036324,             0.00036324,             0.00036324
                    160,                0.52231,                0.45409,                0.90907,                0.95464,                0.88884,                0.94216,                0.81577,                0.43334,                0.37629,                0.81252,             0.00035499,             0.00035499,             0.00035499
                    161,                 0.5494,                0.44262,                0.91758,                0.96656,                0.88092,                0.94324,                 0.8191,                0.42878,                0.37303,                0.81233,             0.00034674,             0.00034674,             0.00034674
                    162,                0.50409,                0.43523,                0.91276,                 0.9236,                0.92027,                0.94348,                0.81928,                0.43331,                0.37543,                0.81355,             0.00033848,             0.00033848,             0.00033848
                    163,                0.54322,                0.44982,                0.93217,                0.92949,                0.91618,                0.94299,                0.82023,                0.43532,                0.37776,                0.81422,             0.00033023,             0.00033023,             0.00033023
                    164,                0.52326,                0.43943,                0.91447,                0.93606,                0.90931,                0.94404,                 0.8225,                0.44265,                0.37558,                0.81629,             0.00032198,             0.00032198,             0.00032198
                    165,                0.53997,                0.43484,                0.91541,                0.93749,                0.90543,                0.94369,                0.82613,                0.43111,                0.37425,                0.81306,             0.00031373,             0.00031373,             0.00031373
                    166,                0.55356,                0.43419,                0.91944,                0.93788,                0.90378,                 0.9436,                0.83264,                0.42493,                0.37182,                0.80982,             0.00030548,             0.00030548,             0.00030548
                    167,                0.53997,                0.46255,                0.92332,                0.96048,                0.88109,                0.94276,                0.82409,                0.42701,                0.37284,                0.80756,             0.00029723,             0.00029723,             0.00029723
                    168,                 0.5365,                0.45061,                0.91637,                0.95438,                0.88128,                0.94258,                 0.8218,                0.42845,                 0.3717,                0.80558,             0.00028897,             0.00028897,             0.00028897
                    169,                0.52807,                0.43503,                0.92374,                0.93401,                0.89855,                0.94287,                0.82179,                0.42845,                0.37109,                0.80625,             0.00028072,             0.00028072,             0.00028072
                    170,                0.51802,                 0.4372,                0.90468,                0.91182,                0.91547,                 0.9426,                0.82989,                0.42146,                0.36703,                0.80624,             0.00027247,             0.00027247,             0.00027247
                    171,                0.56186,                0.45942,                0.94363,                 0.9411,                0.89685,                0.94233,                0.82809,                 0.4195,                0.36491,                0.80717,             0.00026422,             0.00026422,             0.00026422
                    172,                0.51355,                0.43546,                 0.9239,                0.94089,                0.90097,                0.94248,                0.83016,                0.41014,                0.36163,                0.80555,             0.00025597,             0.00025597,             0.00025597
                    173,                0.51168,                0.44176,                0.91565,                0.94795,                0.89995,                0.94252,                0.83427,                0.40547,                0.35656,                0.80277,             0.00024772,             0.00024772,             0.00024772
                    174,                0.50648,                0.41888,                0.91614,                0.93938,                0.91052,                0.94329,                0.83301,                0.40533,                0.35378,                0.80233,             0.00023946,             0.00023946,             0.00023946
                    175,                0.51561,                0.42695,                0.90599,                 0.9333,                0.91686,                 0.9436,                0.83261,                0.41064,                0.35595,                0.80387,             0.00023121,             0.00023121,             0.00023121
                    176,                0.50261,                0.41893,                0.91454,                 0.9293,                0.91316,                0.94327,                0.83291,                0.42079,                0.35749,                0.80563,             0.00022296,             0.00022296,             0.00022296
                    177,                0.51895,                0.43492,                0.90938,                0.93441,                0.91403,                0.94429,                0.83655,                0.40686,                0.35419,                0.80372,             0.00021471,             0.00021471,             0.00021471
                    178,                0.48794,                0.41132,                0.89564,                0.93808,                0.90718,                0.94448,                0.83485,                0.40323,                0.35366,                0.80267,             0.00020646,             0.00020646,             0.00020646
                    179,                0.52535,                0.44891,                 0.9283,                0.93688,                0.90966,                0.94418,                0.83707,                0.39866,                0.35263,                0.80202,             0.00019821,             0.00019821,             0.00019821
                    180,                0.50482,                0.44333,                0.91335,                0.93656,                0.90868,                 0.9449,                0.83826,                0.39903,                0.35199,                0.80102,             0.00018995,             0.00018995,             0.00018995
                    181,                0.52755,                0.43667,                0.92111,                0.94576,                0.90375,                0.94536,                0.83643,                0.40285,                0.35289,                0.80091,              0.0001817,              0.0001817,              0.0001817
                    182,                0.49794,                0.42915,                0.90003,                0.93068,                0.90883,                0.94536,                0.83938,                0.39897,                0.34947,                 0.8005,             0.00017345,             0.00017345,             0.00017345
                    183,                0.50854,                0.45018,                0.90669,                0.93464,                0.90616,                0.94561,                0.83997,                0.39777,                 0.3464,                0.79988,              0.0001652,              0.0001652,              0.0001652
                    184,                0.47666,                0.41592,                0.89854,                0.93458,                0.90812,                0.94655,                0.84148,                0.39255,                0.34559,                0.79877,             0.00015695,             0.00015695,             0.00015695
                    185,                0.49588,                0.43154,                0.90981,                0.92728,                0.91582,                0.94648,                0.83917,                0.39245,                0.34685,                0.79856,              0.0001487,              0.0001487,              0.0001487
                    186,                0.49526,                 0.4546,                0.92425,                0.92571,                 0.9152,                0.94667,                0.83749,                0.39294,                0.34911,                0.79784,             0.00014044,             0.00014044,             0.00014044
                    187,                0.48389,                0.42905,                0.91395,                0.92336,                0.91761,                0.94717,                0.83911,                 0.3901,                0.34832,                0.79677,             0.00013219,             0.00013219,             0.00013219
                    188,                0.45901,                0.42663,                0.90526,                0.92606,                 0.9165,                0.94699,                0.84034,                0.38954,                0.34867,                0.79636,             0.00012394,             0.00012394,             0.00012394
                    189,                0.46389,                0.41426,                0.89113,                0.92476,                0.91576,                0.94672,                 0.8392,                0.38989,                0.34922,                0.79602,             0.00011569,             0.00011569,             0.00011569
                    190,                0.51182,                0.47147,                0.88774,                0.92579,                0.91316,                0.94415,                0.83663,                0.39272,                0.35116,                0.79586,             0.00010744,             0.00010744,             0.00010744
                    191,                0.51415,                0.46403,                 0.8701,                0.93447,                 0.9118,                0.94506,                0.83719,                 0.3934,                0.35219,                0.79547,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.49875,                0.45243,                0.87808,                 0.9322,                0.91641,                0.94399,                0.83627,                0.40005,                0.35474,                0.79675,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.49235,                0.41051,                0.86431,                0.93923,                0.91201,                0.94579,                0.83403,                0.40738,                0.36078,                0.79854,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.49194,                0.40879,                0.87876,                0.95367,                  0.899,                0.94485,                0.83371,                0.40859,                0.36546,                0.79857,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.49824,                0.42064,                0.86965,                0.95431,                0.89623,                0.94444,                0.83425,                0.40642,                0.36884,                0.79757,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.51021,                0.41722,                0.86912,                 0.9524,                0.89788,                0.94371,                0.83058,                0.40653,                0.36996,                0.79701,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.48862,                0.40852,                0.87519,                0.95199,                0.89634,                0.94311,                0.82928,                0.40527,                0.36845,                0.79636,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.46734,                0.41045,                0.87211,                0.94498,                0.89916,                0.94285,                0.82988,                0.40194,                0.36511,                0.79553,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                 0.4919,                0.39279,                0.86955,                0.94758,                0.89983,                0.94282,                0.83284,                0.39807,                0.36186,                0.79517,             3.3173e-05,             3.3173e-05,             3.3173e-05
